Severity,CVE,Vulnerability,Plugin URL,Affected Plugin,Affected Version,Database,Discovery Date,#Dependents,#Page,Id,C_BUG,Dependencies
M,https://snyk.io/vuln/SNYK-JS-NODEPROMPTHERE-560115,Command Injection,https://snyk.io/vuln/npm:node-prompt-here,node-prompt-here,"*",npm,"13 Mar, 2020",0,38,1111,no,""
C,https://snyk.io/vuln/SNYK-JS-BUDFERXOR-474556,Malicious Package,https://snyk.io/vuln/npm:budfer-xor,budfer-xor,"*",npm,"27 Oct, 2019",0,47,1406,no,""
C,https://snyk.io/vuln/SNYK-JS-JUFFERXOR-474517,Malicious Package,https://snyk.io/vuln/npm:juffer-xor,juffer-xor,"*",npm,"27 Oct, 2019",0,49,1454,no,""
C,https://snyk.io/vuln/SNYK-JS-DEGBU-536150,Malicious Package,https://snyk.io/vuln/npm:degbu,degbu,"*",npm,"28 Nov, 2019",0,45,1320,no,""
H,https://snyk.io/vuln/SNYK-JS-TAR-1579152,Arbitrary File Write,https://snyk.io/vuln/npm:tar,tar,">=6.0.0 <6.1.9,>=5.0.0 <5.0.10,<4.4.18",npm,"01 Sep, 2021",0,3,67,no,"chownr,fs-minipass,minipass,minizlib,mkdirp,yallist,chmodr,end-of-stream,eslint,eslint-plugin-import,eslint-plugin-node,eslint-plugin-promise,eslint-plugin-standard,events-to-array,mutate-fs,rimraf,tap,tar-fs,tar-stream"
M,https://snyk.io/vuln/npm:byte:20180512,Uninitialized Memory Exposure,https://snyk.io/vuln/npm:byte,byte,"<1.4.1",npm,"13 May, 2018",0,72,2130,no,"debug,long,utility,autod,beautify-benchmark,benchmark,egg-bin,egg-ci,eslint,eslint-config-egg,fastbench,optimized"
M,https://snyk.io/vuln/SNYK-JS-JWTSIMPLE-174523,Signature Verification Bypass,https://snyk.io/vuln/npm:jwt-simple,jwt-simple,"<0.5.3",npm,"25 Apr, 2019",0,63,1866,no,"expect.js,istanbul,mocha"
H,https://snyk.io/vuln/SNYK-JS-JQUERYCONFIRM-608085,Cross-site Scripting (XSS),https://snyk.io/vuln/npm:jquery-confirm,jquery-confirm,"*",npm,"21 Aug, 2020",0,28,816,no,"jquery"
M,https://snyk.io/vuln/npm:call:20160705,Improper input validation,https://snyk.io/vuln/npm:call,call,">=2.0.1 <3.0.2",npm,"05 Jul, 2016",0,105,3123,no,"hoek,boom,code,lab"
M,https://snyk.io/vuln/SNYK-JS-SAFEOBJ-1277111,Prototype Pollution,https://snyk.io/vuln/npm:safe-obj,safe-obj,"*",npm,"27 Apr, 2021",0,10,275,no,"coffee-script,expect.js,grunt,grunt-contrib-clean,grunt-contrib-copy,grunt-contrib-jshint,grunt-contrib-testem,grunt-contrib-uglify,grunt-mocha-cov,grunt-mocha-test,grunt-travis-matrix,indeed,jshint-stylish,lodash,mocha,mocha-given,task-master,underscore"
M,https://snyk.io/vuln/SNYK-JS-DOMIFY-1277201,Prototype Pollution,https://snyk.io/vuln/npm:domify,domify,"<1.4.1",npm,"28 Apr, 2021",0,9,267,no,"jsdom,jsdom-global,mocha"
M,https://snyk.io/vuln/SNYK-JS-NPMGITPUBLISH-541508,Remote Code Execution (RCE),https://snyk.io/vuln/npm:npm-git-publish,npm-git-publish,"*",npm,"12 Jan, 2020",0,41,1210,no,"mkdirp,pify,read-pkg,rimraf,tar,unique-temp-dir,chai,mocha,sinon,sinon-chai,typescript,typings"
M,https://snyk.io/vuln/npm:node-uuid:20111130,Denial of Service (DoS),https://snyk.io/vuln/npm:node-uuid,node-uuid,"<1.3.1",npm,"23 Nov, 2016",0,103,3063,no,"nyc"
H,https://snyk.io/vuln/SNYK-JS-IMMETADATA-544184,Command Injection,https://snyk.io/vuln/npm:im-metadata,im-metadata,"*",npm,"04 Feb, 2020",0,40,1177,no,"filesize-parser,jshint,mocha"
H,https://snyk.io/vuln/SNYK-JS-VBOXMANAGEJS-607910,Command Injection,https://snyk.io/vuln/npm:vboxmanage.js,vboxmanage.js,"<1.0.9",npm,"20 Aug, 2020",0,28,824,no,""
C,https://snyk.io/vuln/npm:fs-path:20180512,Arbitrary Command Injection,https://snyk.io/vuln/npm:fs-path,fs-path,"<0.0.25",npm,"13 May, 2018",0,71,2129,no,"async,shell-escape"
C,https://snyk.io/vuln/SNYK-JS-CONFIGSHIELD-1065803,Remote Code Execution (RCE),https://snyk.io/vuln/npm:config-shield,config-shield,"<0.2.3",npm,"28 Jan, 2021",0,17,504,no,"json5,mocha"
M,https://snyk.io/vuln/SNYK-JS-PATHVAL-596926,Prototype Pollution,https://snyk.io/vuln/npm:pathval,pathval,"<1.1.1",npm,"25 Oct, 2020",0,24,700,no,"browserify,browserify-istanbul,coveralls,eslint,eslint-config-strict,eslint-plugin-filenames,ghooks,karma,karma-browserify,karma-coverage,karma-mocha,karma-phantomjs-launcher,karma-sauce-launcher,lcov-result-merger,mocha,nyc,phantomjs-prebuilt,semantic-release,simple-assert,travis-after-all,validate-commit-msg"
C,https://snyk.io/vuln/npm:command-exists:20180512,Arbitrary Command Injection,https://snyk.io/vuln/npm:command-exists,command-exists,"<1.2.4",npm,"13 May, 2018",0,71,2127,no,"expect.js,jshint,mocha"
M,https://snyk.io/vuln/npm:buttle:20180704,Cross-site Scripting (XSS),https://snyk.io/vuln/npm:buttle,buttle,"*",npm,"21 Aug, 2018",0,69,2054,no,"chalk,commander,connect,connect-livereload,gaze,kramed,less,lodash.debounce,lodash.uniq,open,serve-index,serve-static,tiny-lr"
C,https://snyk.io/vuln/npm:anywhere:20180226,Cross-site Scripting (XSS),https://snyk.io/vuln/npm:anywhere,anywhere,"<1.5.0",npm,"06 Mar, 2018",0,74,2214,no,"connect,connect-history-api-fallback,debug,minimist,serve-index,serve-static"
L,https://snyk.io/vuln/npm:utile:20180614,Uninitialized Memory Exposure,https://snyk.io/vuln/npm:utile,utile,"*",npm,"24 Jul, 2018",0,69,2068,no,"async,deep-equal,i,mkdirp,ncp,rimraf,vows"
M,https://snyk.io/vuln/SNYK-JS-PRIVATEIP-1044035,Server-side Request Forgery (SSRF),https://snyk.io/vuln/npm:private-ip,private-ip,"<2.0.0",npm,"24 Nov, 2020",0,22,631,no,"ip-regex,netmask,ava,babel-cli,rimraf"
L,https://snyk.io/vuln/SNYK-JS-MERGE-72553,Prototype  Pollution,https://snyk.io/vuln/npm:merge,merge,"<1.2.1",npm,"04 Nov, 2018",0,68,2018,no,"@types/chai,@types/mocha,@types/node,chai,concurrently,mocha,typescript,webpack,webpack-cli"
H,https://snyk.io/vuln/npm:sencisho:20170418,Directory Traversal,https://snyk.io/vuln/npm:sencisho,sencisho,"<0.3.3",npm,"01 May, 2017",0,93,2773,no,"gaze,tiny-lr,mocha"
M,https://snyk.io/vuln/npm:hekto:20180412,Open Redirect,https://snyk.io/vuln/npm:hekto,hekto,"<0.2.4",npm,"22 May, 2018",0,71,2111,no,"argument.js,array-path-join,file-type,koa,koa-cash,koa-compress,path-is-inside,read-chunk"
C,https://snyk.io/vuln/SNYK-JS-VUEBACKBONE-449522,Malicious Package,https://snyk.io/vuln/npm:vue-backbone,vue-backbone,">0.1.1 <0.1.3",npm,"10 Jun, 2019",0,59,1742,no,"babel-cli,babel-core,babel-loader,babel-plugin-istanbul,babel-preset-es2015,backbone,eslint,jasmine-core,jasmine-jquery,jquery,karma,karma-chrome-launcher,karma-coverage,karma-coveralls,karma-jasmine,karma-jasmine-html-reporter,karma-phantomjs-launcher,karma-sourcemap-loader,karma-webpack,prettier,uglify-js,vue,webpack"
H,https://snyk.io/vuln/SNYK-JS-BUNS-1050389,Command Injection,https://snyk.io/vuln/npm:buns,buns,"*",npm,"08 Jan, 2021",0,19,557,no,"babel-core,babel-plugin-transform-decorators-legacy,babel-preset-es2015,babel-preset-stage-0,browser-sync,esprima,esprima-walk,uglify-js"
H,https://snyk.io/vuln/SNYK-JS-MERGE-1040469,Prototype Pollution,https://snyk.io/vuln/npm:merge,merge,"<2.1.0",npm,"16 Nov, 2020",0,22,648,no,"@types/chai,@types/mocha,@types/node,chai,concurrently,mocha,typescript,webpack,webpack-cli"
C,https://snyk.io/vuln/SNYK-JS-DICTUMJS-450959,Malicious Package,https://snyk.io/vuln/npm:dictum.js,dictum.js,">=1.0.5",npm,"25 Jun, 2019",0,58,1710,no,"rimraf,chai,chai-spies,coveralls,istanbul,mocha"
H,https://snyk.io/vuln/npm:ducktype:20180219,Regular Expression Denial of Service (ReDoS),https://snyk.io/vuln/npm:ducktype,ducktype,"<1.2.1",npm,"15 Apr, 2018",0,72,2158,no,"ava"
C,https://snyk.io/vuln/SNYK-JS-PDFIMAGE-551984,Remote Code Execution (RCE),https://snyk.io/vuln/npm:pdf-image,pdf-image,"*",npm,"24 Feb, 2020",0,39,1142,no,"es6-promise,chai,mocha"
H,https://snyk.io/vuln/SNYK-JS-MSERVER-1013436,Cross-site Scripting (XSS),https://snyk.io/vuln/npm:m-server,m-server,"*",npm,"28 Sep, 2020",0,25,746,no,"mocha"
H,https://snyk.io/vuln/npm:unicorn-list:20170510,Directory Traversal,https://snyk.io/vuln/npm:unicorn-list,unicorn-list,"*",npm,"07 Jun, 2017",0,89,2657,no,""
H,https://snyk.io/vuln/npm:mcstatic:20180425,Directory Traversal,https://snyk.io/vuln/npm:mcstatic,mcstatic,"*",npm,"26 Apr, 2018",0,72,2145,no,"he,mime,minimist,commander,temp,request,mocha,express,union,mkdirp,gulp,tap"
M,https://snyk.io/vuln/SNYK-JS-TAKEAPEEK-451265,Cross-site Scripting (XSS),https://snyk.io/vuln/npm:takeapeek,takeapeek,"*",npm,"01 Jul, 2019",0,56,1678,no,"express,handlebars,morgan,nconf,@types/express,@types/handlebars,@types/morgan,@types/nconf,@types/serve-static,tslint,typescript"
C,https://snyk.io/vuln/SNYK-JS-GFC-1023302,Command Injection,https://snyk.io/vuln/npm:gfc,gfc,"*",npm,"28 Oct, 2020",0,23,688,no,"empty-dir,is-git-url,mkdirp,mocha,delete,rimraf,gitty,gulp-format-md"
H,https://snyk.io/vuln/SNYK-JS-SETOBJECTVALUE-1054931,Prototype Pollution,https://snyk.io/vuln/npm:set-object-value,set-object-value,"<0.0.6",npm,"30 Dec, 2020",0,20,570,no,"@babel/cli,chai,mocha"
H,https://snyk.io/vuln/npm:webdrvr:20170101,Resources Downloaded over Insecure Protocol,https://snyk.io/vuln/npm:webdrvr,webdrvr,"*",npm,"04 Jan, 2017",0,101,3003,no,"adm-zip,kew,mkdirp,npmconf,phantomjs,tmp,follow-redirects,jasmine-node,selenium-webdriver"
M,https://snyk.io/vuln/npm:jplayer:20180814,Cross-site Scripting (XSS),https://snyk.io/vuln/npm:jplayer,jplayer,"<2.3.0",npm,"21 Aug, 2018",0,69,2055,no,"jquery,flex-sdk,grunt,grunt-contrib-concat,grunt-contrib-copy,grunt-contrib-cssmin,grunt-contrib-jshint,grunt-contrib-sass,grunt-contrib-uglify,grunt-mxmlc"
C,https://snyk.io/vuln/SNYK-JS-VALUECENSORSHIP-460151,Arbitrary Code Execution,https://snyk.io/vuln/npm:value-censorship,value-censorship,"*",npm,"22 Aug, 2019",0,53,1580,no,"acorn,escodegen,estraverse,lodash,vm2,eslint,eslint-config-standard,eslint-plugin-import,eslint-plugin-node,eslint-plugin-promise,eslint-plugin-standard,husky,istanbul,mocha"
H,https://snyk.io/vuln/npm:curses:20170101,Resources Downloaded over Insecure Protocol,https://snyk.io/vuln/npm:curses,curses,"*",npm,"04 Jan, 2017",0,100,2988,no,"tar"
H,https://snyk.io/vuln/SNYK-JS-TSPROCESSPROMISES-1048334,Command Injection,https://snyk.io/vuln/npm:ts-process-promises,ts-process-promises,"*",npm,"08 Jan, 2021",0,19,556,no,"bluebird,resolve,split,stack-trace,@types/bluebird,gulp,gulp-jasmine,gulp-rimraf,gulp-util,jasmine,tsd,typescript"
M,https://snyk.io/vuln/npm:bitty:20161014,Directory Traversal,https://snyk.io/vuln/npm:bitty,bitty,"*",npm,"13 Dec, 2016",0,102,3053,no,"chokidar,chrome-remote-interface,commander"
M,https://snyk.io/vuln/SNYK-JS-GULPTAPE-560124,Command Injection,https://snyk.io/vuln/npm:gulp-tape,gulp-tape,"*",npm,"13 Mar, 2020",0,37,1108,no,"dargs,nyc,plugin-error,tap-parser,tape,through2,fancy-log,gulp,prettier-standard,standard"
L,https://snyk.io/vuln/SNYK-JS-LIQUITYCONTRACTS-1536792,Improper Input Validation,https://snyk.io/vuln/npm:%40liquity%2Fcontracts,@liquity/contracts,"*",npm,"06 Aug, 2021",0,4,100,no,"decimal.js,eth-mutants,ethereumjs-util,ethers,solc,xmlhttprequest,@nomiclabs/hardhat-ethers,@nomiclabs/hardhat-etherscan,@nomiclabs/hardhat-truffle5,@nomiclabs/hardhat-web3,@openzeppelin/contracts,@openzeppelin/test-helpers,eth-gas-reporter,hardhat,hardhat-gas-reporter,npm-run-all,solidity-coverage,web3"
H,https://snyk.io/vuln/SNYK-JS-STRIKEENTCOSET-1038821,Prototype Pollution,https://snyk.io/vuln/npm:%40strikeentco%2Fset,@strikeentco/set,"<1.0.1",npm,"11 Nov, 2020",0,23,661,no,"eslint,eslint-config-airbnb,eslint-plugin-import,eslint-plugin-jsx-a11y,eslint-plugin-react,mocha,nyc,should"
M,https://snyk.io/vuln/npm:jplayer:20130511,Cross-site Scripting (XSS),https://snyk.io/vuln/npm:jplayer,jplayer,"<2.2.20",npm,"21 Aug, 2018",0,69,2057,no,"jquery,flex-sdk,grunt,grunt-contrib-concat,grunt-contrib-copy,grunt-contrib-cssmin,grunt-contrib-jshint,grunt-contrib-sass,grunt-contrib-uglify,grunt-mxmlc"
C,https://snyk.io/vuln/SNYK-JS-ASNC-174685,Malicious Package,https://snyk.io/vuln/npm:asnc,asnc,"*",npm,"14 May, 2019",0,61,1814,no,""
C,https://snyk.io/vuln/SNYK-JS-BOWE-174868,Malicious Package,https://snyk.io/vuln/npm:bowe,bowe,"*",npm,"02 Jun, 2019",0,60,1780,no,""
C,https://snyk.io/vuln/SNYK-JS-EXPERSS-174678,Malicious Package,https://snyk.io/vuln/npm:experss,experss,"*",npm,"14 May, 2019",0,62,1843,no,""
H,https://snyk.io/vuln/npm:mongodb-instance:20161102,Resources Downloaded over Insecure Protocol,https://snyk.io/vuln/npm:mongodb-instance,mongodb-instance,"<0.0.3",npm,"04 Jan, 2017",0,101,3011,no,"tar"
L,https://snyk.io/vuln/SNYK-JS-JQUERYFILEUPLOAD-72622,Arbitrary Code Execution,https://snyk.io/vuln/npm:jquery-file-upload,jquery-file-upload,"*",npm,"22 Nov, 2018",0,67,2005,no,"jquery,form"
C,https://snyk.io/vuln/SNYK-JS-4EQUEST-174675,Malicious Package,https://snyk.io/vuln/npm:4equest,4equest,"*",npm,"14 May, 2019",0,62,1847,no,""
H,https://snyk.io/vuln/SNYK-JS-PARSEL-543172,Insecure Encryption,https://snyk.io/vuln/npm:parsel,parsel,">=0.0.0",npm,"22 Jan, 2020",0,41,1202,no,""
H,https://snyk.io/vuln/SNYK-JS-AMPHTML-598262,Open Redirect,https://snyk.io/vuln/npm:amp-html,amp-html,"*",npm,"01 Oct, 2020",0,25,740,no,"amphtml-validator,async-functions-pool,node-fetch"
C,https://snyk.io/vuln/SNYK-JS-BUFFERXOB-474540,Malicious Package,https://snyk.io/vuln/npm:buffer-xob,buffer-xob,"*",npm,"27 Oct, 2019",0,48,1436,no,""
H,https://snyk.io/vuln/npm:ritp:20170508,Directory Traversal,https://snyk.io/vuln/npm:ritp,ritp,"*",npm,"07 Jun, 2017",0,90,2679,no,"grunt,log4js,mime,morgan,underscore"
H,https://snyk.io/vuln/SNYK-JS-ACCESSPOLICY-571490,Arbitrary Code Execution,https://snyk.io/vuln/npm:access-policy,access-policy,"*",npm,"05 Jun, 2020",0,32,955,no,"istanbul,mocha"
M,https://snyk.io/vuln/npm:ipip-coffee:20170102,Resources Downloaded over Insecure Protocol,https://snyk.io/vuln/npm:ipip-coffee,ipip-coffee,"*",npm,"04 Jan, 2017",0,98,2931,no,"chai,coffee-script,coveralls,istanbul,mocha,rewire"
C,https://snyk.io/vuln/SNYK-JS-EXPRESSFS-455280,Arbitrary Code Injection,https://snyk.io/vuln/npm:expressfs,expressfs,"*",npm,"24 Jul, 2019",0,55,1621,no,"express,mkdirp,async,underscore,dirtospace"
C,https://snyk.io/vuln/SNYK-JS-GRUNTRADICAL-449532,Malicious Package,https://snyk.io/vuln/npm:grunt-radical,grunt-radical,">0.0.13 <0.0.15",npm,"10 Jun, 2019",0,59,1752,no,"async,fs-extra,fs-utils,handlebars,inquirer,istanbul,js-yaml,jsdoc,lodash,radic,semver,temp,grunt,grunt-contrib-concat,grunt-contrib-uglify"
H,https://snyk.io/vuln/npm:healthcenter:20170102,Resources Downloaded over Insecure Protocol,https://snyk.io/vuln/npm:healthcenter,healthcenter,"*",npm,"04 Jan, 2017",0,98,2920,no,""
H,https://snyk.io/vuln/npm:hserver-static:20180226,Directory Traversal,https://snyk.io/vuln/npm:hserver-static,hserver-static,"*",npm,"26 Feb, 2018",0,77,2280,no,"mime-types,hserver"
H,https://snyk.io/vuln/npm:gfe-sass:20170706,Resources Downloaded over Insecure Protocol,https://snyk.io/vuln/npm:gfe-sass,gfe-sass,"*",npm,"11 Jul, 2017",0,87,2595,no,""
M,https://snyk.io/vuln/SNYK-JS-GITADDREMOTE-564269,Command Injection,https://snyk.io/vuln/npm:git-add-remote,git-add-remote,"*",npm,"02 Apr, 2020",0,36,1077,no,"delete,gfc,gulp-format-md,list-git-remotes,mocha"
H,https://snyk.io/vuln/npm:apk-parser3:20161106,Resources Downloaded over Insecure Protocol,https://snyk.io/vuln/npm:apk-parser3,apk-parser3,"<0.1.3",npm,"20 Dec, 2016",0,102,3037,no,""
M,https://snyk.io/vuln/npm:lets-chat:20160810,Cross-site Scripting (XSS),https://snyk.io/vuln/npm:lets-chat,lets-chat,"<0.4.8 >=0.3.10",npm,"06 Mar, 2017",0,95,2842,no,"MD5,async,bcryptjs,body-parser,colors,compression,connect-assets,connect-mongo,cookie-parser,express.oi,helmet,js-yaml,less,lodash,migroose,migroose-cli,moment,mongoose,mongoose-unique-validator,mongoose-validate,multer,node-uuid,node-xmpp-core,node-xmpp-server,node_hash,nunjucks,on-finished,passport,passport-http,passport-http-bearer,passport-local,passport.socketio,require-directory,require-tree,grunt,grunt-bower,grunt-bower-task,socket.io-client"
M,https://snyk.io/vuln/npm:datatables:20151106,Cross-site Scripting (XSS),https://snyk.io/vuln/npm:datatables,datatables,"<1.10.10 >=1.10.1",npm,"08 May, 2017",0,93,2767,no,"jquery"
M,https://snyk.io/vuln/SNYK-JS-GRAYLOGWEBINTERFACE-451022,Cross-site Scripting (XSS),https://snyk.io/vuln/npm:graylog-web-interface,graylog-web-interface,"<2.4.6",npm,"26 Jun, 2019",0,57,1682,no,"bluebird,bootstrap,c3,classnames,clipboard,crossfilter,d3,dc,deep-equal,font-awesome,graylog-web-plugin,history,immutable,javascript-natural-sort,jquery-ui,lodash,markdown,md5,moment-duration-format,numeral,opensans-npm-webfont,qs,react-day-picker,react-dnd,react-dnd-html5-backend,react-grid-layout,react-overlays,react-select,rickshaw,sockjs-client,string,superagent,superagent-bluebird-promise,toastr,typeahead.js,ua-parser-js,urijs,@types/bluebird,@types/jquery,@types/node,@types/sockjs-client,@types/toastr,@types/typeahead,assets-webpack-plugin,babel-core,babel-jest,babel-loader,babel-plugin-add-module-exports,babel-polyfill,babel-preset-es2015,babel-preset-react,babel-preset-stage-0,clean-webpack-plugin,css-loader,enzyme,eslint,eslint-loader,estraverse-fb,extract-text-webpack-plugin,file-loader,glob,identity-obj-proxy,jest,jest-enzyme,jest-localstorage-mock,json-loader,less,less-loader,phantomjs-prebuilt,react-hot-loader,react-proxy-loader,react-test-renderer,script-loader,style-loader,ts-jest,ts-loader,typescript,url-loader,webpack,webpack-dev-server,webpack-merge"
C,https://snyk.io/vuln/SNYK-JS-BUFFEPXOR-474549,Malicious Package,https://snyk.io/vuln/npm:buffep-xor,buffep-xor,"*",npm,"27 Oct, 2019",0,50,1473,no,""
C,https://snyk.io/vuln/SNYK-JS-ESLINTCONFIGESLINT-72491,Malicious Package,https://snyk.io/vuln/npm:eslint-config-eslint,eslint-config-eslint,"=5.0.2",npm,"13 Jul, 2018",0,70,2076,no,""
H,https://snyk.io/vuln/npm:babelcli:20170802,Malicious Package,https://snyk.io/vuln/npm:babelcli,babelcli,"<= 1.0.0",npm,"02 Aug, 2017",0,86,2576,no,""
M,https://snyk.io/vuln/SNYK-JS-NODEIDEVICE-609343,Command Injection,https://snyk.io/vuln/npm:node-idevice,node-idevice,"*",npm,"17 Sep, 2020",0,26,758,no,""
H,https://snyk.io/vuln/npm:httpea:20180226,Directory Traversal,https://snyk.io/vuln/npm:httpea,httpea,"*",npm,"26 Feb, 2018",0,77,2306,no,""
C,https://snyk.io/vuln/SNYK-JS-GITLABHOOK-466987,Arbitrary Code Execution,https://snyk.io/vuln/npm:gitlabhook,gitlabhook,"*",npm,"15 Sep, 2019",0,51,1528,no,"temp"
M,https://snyk.io/vuln/SNYK-JS-UMEDITOR-1317128,Cross-site Scripting (XSS),https://snyk.io/vuln/npm:umeditor,umeditor,"*",npm,"15 Jul, 2021",0,5,140,no,"jquery,grunt,grunt-contrib-concat,grunt-contrib-cssmin,grunt-closurecompiler,grunt-contrib-copy,grunt-transcoding,grunt-text-replace,grunt-contrib-compress"
C,https://snyk.io/vuln/SNYK-JS-COLNE-536157,Malicious Package,https://snyk.io/vuln/npm:colne,colne,"*",npm,"28 Nov, 2019",0,44,1298,no,""
C,https://snyk.io/vuln/SNYK-JS-IMPALA-450989,Malicious Package,https://snyk.io/vuln/npm:impala,impala,"=1.1.7",npm,"26 Jun, 2019",0,57,1706,no,"@angular/core,@angular/common,@angular/cdk,tslib"
H,https://snyk.io/vuln/SNYK-JS-FUNMAP-564436,Arbitrary Code Execution,https://snyk.io/vuln/npm:fun-map,fun-map,"*",npm,"09 Apr, 2020",0,36,1053,no,""
H,https://snyk.io/vuln/npm:apk-parser2:20170101,Resources Downloaded over Insecure Protocol,https://snyk.io/vuln/npm:apk-parser2,apk-parser2,"*",npm,"04 Jan, 2017",0,100,2971,no,"coffee-script,grunt,grunt-contrib-clean,grunt-contrib-coffee,grunt-contrib-jshint,grunt-contrib-watch,grunt-mkdir,grunt-mocha-cli,grunt-release"
M,https://snyk.io/vuln/npm:kibana:20180130,Cross-site Scripting (XSS),https://snyk.io/vuln/npm:kibana,kibana,">=6.1.0 <6.1.3",npm,"01 Mar, 2018",0,76,2250,no,"@bigfunger/decompress-zip,@bigfunger/jsondiffpatch,@elastic/datemath,@elastic/kibana-ui-framework,@spalger/filesaver,@spalger/leaflet-draw,@spalger/leaflet-heat,@spalger/numeral,@spalger/test-subj-selector,@spalger/ui-ace,JSONStream,angular,angular-bootstrap-colorpicker,angular-elastic,angular-route,angular-sanitize,ansicolors,autoprefixer,autoprefixer-loader,babel,babel-core,babel-loader,babel-runtime,bluebird,body-parser,boom,brace,bunyan,check-hash,commander,css-loader,d3,d3-cloud,dragula,elasticsearch,elasticsearch-browser,encode-uri-query,even-better,expiry-js,exports-loader,expose-loader,extract-text-webpack-plugin,file-loader,font-awesome,glob,glob-all,good-squeeze,gridster,h2o2,hapi,httpolyglot,imports-loader,inert,jade,jade-loader,joi,jquery,js-yaml,json-loader,json-stringify-safe,jstimezonedetect,leaflet,less,less-loader,lodash,marked,minimatch,mkdirp,moment,moment-timezone,no-ui-slider,node-fetch,node-uuid,pegjs,querystring-browser,raw-loader,request,rimraf,rison-node,rjs-repack-loader,script-loader,semver,style-loader,tar,tinygradient,trunc-html,trunc-text,url-loader,validate-npm-package-name,vision,webpack,webpack-directory-name-as-main,whatwg-fetch,wreck,yo,@elastic/eslint-config-kibana,angular-mocks,auto-release-sinon,babel-eslint,chai,cheerio,chokidar,chromedriver,elasticdump,eslint,eslint-plugin-mocha,event-stream,expect.js,faker,grunt,grunt-aws-s3,grunt-babel,grunt-cli,grunt-contrib-clean,grunt-contrib-copy,grunt-esvm,grunt-karma,grunt-run,grunt-simple-mocha,gruntify-eslint,gulp-sourcemaps,handlebars,husky,image-diff,intern,istanbul-instrumenter-loader,karma,karma-chrome-launcher,karma-coverage,karma-firefox-launcher,karma-ie-launcher,karma-mocha,karma-safari-launcher,license-checker,load-grunt-config,makelogs,marked-text-renderer,mocha,murmurhash3js,ncp,nock,npm,portscanner,proxyquire,simple-git,sinon,source-map,source-map-support,supertest,supertest-as-promised"
C,https://snyk.io/vuln/npm:cryo:20180619,Arbitrary Code Execution,https://snyk.io/vuln/npm:cryo,cryo,"*",npm,"24 Jun, 2018",0,70,2093,no,"mocha,chai"
C,https://snyk.io/vuln/SNYK-JS-JAJAJEJEJIJI-174692,Malicious Package,https://snyk.io/vuln/npm:jajajejejiji,jajajejejiji,"*",npm,"14 May, 2019",0,62,1844,no,""
H,https://snyk.io/vuln/npm:ghod5servercs360:20170730,Directory Traversal,https://snyk.io/vuln/npm:ghod5servercs360,ghod5servercs360,"*",npm,"02 Aug, 2017",0,86,2569,no,""
H,https://snyk.io/vuln/npm:peiserver:20170518,Directory Traversal,https://snyk.io/vuln/npm:peiserver,peiserver,"*",npm,"07 Jun, 2017",0,90,2686,no,""
M,https://snyk.io/vuln/SNYK-JS-COMPASSCOMPILE-564429,Command Injection,https://snyk.io/vuln/npm:compass-compile,compass-compile,"*",npm,"05 Apr, 2020",0,36,1060,no,"dargs,merge,rsvp"
H,https://snyk.io/vuln/npm:nodejs.jseidl:20170910,Directory Traversal,https://snyk.io/vuln/npm:nodejs.jseidl,nodejs.jseidl,"*",npm,"09 Oct, 2017",0,83,2477,no,""
H,https://snyk.io/vuln/npm:parse-ssi:20170518,Arbitrary File Write,https://snyk.io/vuln/npm:parse-ssi,parse-ssi,"*",npm,"07 Jun, 2017",0,89,2655,no,"async,extend,parse-php"
H,https://snyk.io/vuln/npm:serverliujiayi1:20170518,Directory Traversal,https://snyk.io/vuln/npm:serverliujiayi1,serverliujiayi1,"*",npm,"07 Jun, 2017",0,90,2675,no,""
H,https://snyk.io/vuln/npm:cloudpub-redis:20170102,Resources Downloaded over Insecure Protocol,https://snyk.io/vuln/npm:cloudpub-redis,cloudpub-redis,"*",npm,"04 Jan, 2017",0,98,2932,no,""
H,https://snyk.io/vuln/npm:wuzhuang:20180226,Directory Traversal,https://snyk.io/vuln/npm:wuzhuang,wuzhuang,"*",npm,"27 Feb, 2018",0,76,2271,no,""
H,https://snyk.io/vuln/npm:serverxxx:20170612,Directory Traversal,https://snyk.io/vuln/npm:serverxxx,serverxxx,"*",npm,"11 Jul, 2017",0,87,2581,no,""
H,https://snyk.io/vuln/npm:ltt:20170503,Directory Traversal,https://snyk.io/vuln/npm:ltt,ltt,"*",npm,"07 Jun, 2017",0,89,2640,no,""
H,https://snyk.io/vuln/npm:myserver.alexcthomas18:20170518,Directory Traversal,https://snyk.io/vuln/npm:myserver.alexcthomas18,myserver.alexcthomas18,"*",npm,"07 Jun, 2017",0,90,2691,no,""
H,https://snyk.io/vuln/npm:rjpserver:20180315,Directory Traversal,https://snyk.io/vuln/npm:rjpserver,rjpserver,"*",npm,"15 Mar, 2018",0,74,2191,no,""
H,https://snyk.io/vuln/npm:susu-sum:20170617,Directory Traversal,https://snyk.io/vuln/npm:susu-sum,susu-sum,"*",npm,"11 Jul, 2017",0,87,2589,no,""
H,https://snyk.io/vuln/npm:lab6.brit95:20170518,Directory Traversal,https://snyk.io/vuln/npm:lab6.brit95,lab6.brit95,"*",npm,"07 Jun, 2017",0,91,2700,no,""
C,https://snyk.io/vuln/SNYK-JS-SIGNQLE-536133,Malicious Package,https://snyk.io/vuln/npm:signqle,signqle,"*",npm,"28 Nov, 2019",0,44,1318,no,"Error"
